rowid,dataset,_link,_link_activity,_link_activity_label,prefix,iatiidentifier,reportingorg_ref,ref,locationreach_code,locationreach_codename,name_narrative,description_narrative,activitydescription_narrative,administrative,point_srsName,point_pos,exactness_code,exactness_codename,locationclass,locationclass_code,locationclass_codename,featuredesignation_code,featuredesignation_codename,percentage,recipientcountry_codename,Sector
535015,iadb-pe,290493.location.47,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,Ica,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.07661005, -75.72644115",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535016,iadb-pe,290493.location.48,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-7.031284, -76.4711484",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535017,iadb-pe,290493.location.49,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,Lambayeque",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.2418949, -76.8798848",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535018,iadb-pe,290493.location.50,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.4913344, -76.3590627",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535019,iadb-pe,290493.location.51,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,Lima,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-12.0337491, -77.0819646",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535020,iadb-pe,290493.location.52,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,Lima,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-11.9869981, -77.1123129",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535021,iadb-pe,290493.location.53,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,Lima,Lambayeque",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-12.025732, -77.0858999",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535022,iadb-pe,290493.location.54,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,Lima,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-12.0248699, -77.0891631",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535023,iadb-pe,290493.location.55,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.1809904, -80.6623985599772",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535024,iadb-pe,290493.location.56,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,Piura,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.089245, -81.1141446",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535025,iadb-pe,290493.location.57,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,Piura,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.0940401, -81.1124606",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535026,iadb-pe,290493.location.58,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,Piura,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.0914639, -81.110087",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535027,iadb-pe,290493.location.59,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,Piura,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.1809904, -80.6623985599772",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535028,iadb-pe,290493.location.60,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,San Mart n",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.6297148, -75.8370772",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535029,iadb-pe,290493.location.61,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,San Mart n,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-8.3312551, -76.3212585",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535030,iadb-pe,290493.location.62,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,San Mart n,Ica",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.9282046, -77.3124943",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535031,iadb-pe,290493.location.63,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,San Mart n,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-7.031284, -76.4711484",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535032,iadb-pe,290493.location.64,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,San Mart n,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.4913344, -76.3590627",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535033,iadb-pe,290493.location.65,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,San Mart n,San Mart n,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.1809904, -80.6623985599772",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535034,iadb-pe,290493.location.66,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,Ica,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0463605, -75.7026391",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535035,iadb-pe,290493.location.67,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,Ica,Ica",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0640967, -75.7290915",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535036,iadb-pe,290493.location.68,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,Ica,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0644989, -75.7292275",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535037,iadb-pe,290493.location.69,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,Ica,Lambayeque",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0631253, -75.7321489",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535038,iadb-pe,290493.location.70,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,Ica,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-13.4995802, -76.0563773",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535039,iadb-pe,290493.location.71,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,Ica,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0689201, -75.7264786",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535040,iadb-pe,290493.location.72,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0644989, -75.7292275",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535041,iadb-pe,290493.location.73,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,Lambayeque",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0631253, -75.7321489",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535042,iadb-pe,290493.location.74,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,Lambayeque,Ica",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0624689, -75.732128",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535043,iadb-pe,290493.location.75,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-13.4995802, -76.0563773",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535044,iadb-pe,290493.location.76,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,Lima,Ica",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-13.4195907, -76.1339145237917",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535045,iadb-pe,290493.location.77,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,Lima,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-13.4195907, -76.1339145237917",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535046,iadb-pe,290493.location.78,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0689201, -75.7264786",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535047,iadb-pe,290493.location.79,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,San Mart n",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-13.7042685, -76.1580713",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535048,iadb-pe,290493.location.80,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,San Mart n,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0762711, -75.7268538",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535049,iadb-pe,290493.location.81,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,San Mart n,Ica",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0394265, -75.7427495",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535050,iadb-pe,290493.location.82,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,San Mart n,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0440215, -75.7430155641962",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535051,iadb-pe,290493.location.83,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Ica,San Mart n,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.07661005, -75.72644115",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535052,iadb-pe,290493.location.84,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-8, -78.5",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535053,iadb-pe,290493.location.85,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-7.8182768, -78.0521407",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535054,iadb-pe,290493.location.86,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Arequipa,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.3795379, -71.5540609",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535055,iadb-pe,290493.location.87,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Arequipa,Ica",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.3838312, -71.5721793",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535056,iadb-pe,290493.location.88,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Arequipa,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.37474235, -71.56213645",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535057,iadb-pe,290493.location.89,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Arequipa,Lambayeque",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.3767952, -71.5692068",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535058,iadb-pe,290493.location.90,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Arequipa,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.3820556, -71.5720647",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535059,iadb-pe,290493.location.91,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Ica",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-7.8155406, -78.0553561",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535060,iadb-pe,290493.location.92,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Ica,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0643948, -75.7285859",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535061,iadb-pe,290493.location.93,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Ica,Ica",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0651474, -75.7319913240934",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535062,iadb-pe,290493.location.94,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-7.8623403, -78.3812231",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535063,iadb-pe,290493.location.95,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Lambayeque",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-7.2193628, -79.4317893",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535064,iadb-pe,290493.location.96,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-11.957849, -77.0413885",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535065,iadb-pe,290493.location.97,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Lima,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-11.959617, -77.0414089",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535066,iadb-pe,290493.location.98,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Lima,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-11.957849, -77.0413885",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535067,iadb-pe,290493.location.99,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Lima,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-11.957849, -77.0413885",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535068,iadb-pe,290493.location.100,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Lima,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-12.0768012, -77.0026079",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535069,iadb-pe,290493.location.101,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-8.0660734, -79.0626705",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535070,iadb-pe,290493.location.102,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,San Mart n",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-7.9410403, -78.5509064",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535071,iadb-pe,290493.location.103,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,San Mart n,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-7.0299724, -76.4732921",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535072,iadb-pe,290493.location.104,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,La Libertad,San Mart n,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-11.94874675, -77.0471888188614",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535073,iadb-pe,290493.location.105,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.333333, -80",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535074,iadb-pe,290493.location.106,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.7455785, -79.8533104",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535075,iadb-pe,290493.location.107,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Ica",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.745898, -79.8508215",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535076,iadb-pe,290493.location.108,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Ica,Lambayeque",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.0638203, -75.7321617",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535077,iadb-pe,290493.location.109,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.3932612, -79.4917592",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535078,iadb-pe,290493.location.110,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Lambayeque",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.1898359, -79.9240312",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535079,iadb-pe,290493.location.111,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Lambayeque,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.7455785, -79.8533104",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535080,iadb-pe,290493.location.112,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Lambayeque,Ica",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.745898, -79.8508215",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535081,iadb-pe,290493.location.113,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Lambayeque,La Libertad",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.3932612, -79.4917592",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535082,iadb-pe,290493.location.114,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Lambayeque,Lambayeque",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.1898359, -79.9240312",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535083,iadb-pe,290493.location.115,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Lambayeque,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.7038296, -79.9149399",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535084,iadb-pe,290493.location.116,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Lambayeque,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.6979261, -79.9133733",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535085,iadb-pe,290493.location.117,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.7038296, -79.9149399",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535086,iadb-pe,290493.location.118,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.6979261, -79.9133733",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535087,iadb-pe,290493.location.119,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Piura,Lambayeque",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.1919349, -80.6263224",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535088,iadb-pe,290493.location.120,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Piura,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.7713059, -79.853672457414",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535089,iadb-pe,290493.location.121,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,Piura,Piura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-5.1914431, -80.6282403",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535090,iadb-pe,290493.location.122,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lambayeque,San Mart n",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-6.7786766, -79.8439992",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535091,iadb-pe,290493.location.123,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-12.0621065, -77.0365256",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535092,iadb-pe,290493.location.124,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lima,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-11.1180765, -77.592249",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535093,iadb-pe,290493.location.125,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lima,Arequipa,Arequipa",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-12.0677308, -77.03727105",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
535094,iadb-pe,290493.location.126,290493,290493,iadb,XI-IATI-IADB-PE-L1152,XI-IATI-IADB,,1,Activity,"Peru,Lima,Arequipa,Lima",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-12.1173689, -77.0295395",2,Approximate,,,,PPLC,capital of a political entity,,Peru,SOCIAL INVESTMENT
