rowid,dataset,_link,_link_activity,_link_activity_label,prefix,iatiidentifier,reportingorg_ref,ref,locationreach_code,locationreach_codename,name_narrative,description_narrative,activitydescription_narrative,administrative,point_srsName,point_pos,exactness_code,exactness_codename,locationclass,locationclass_code,locationclass_codename,featuredesignation_code,featuredesignation_codename,percentage,recipientcountry_codename,Sector
532617,iadb-bo,289041.location.0,289041,289041,iadb,XI-IATI-IADB-BO-L1113,XI-IATI-IADB,,1,Activity,"Bolivia, CALLE JUNIN 745 ESQUINA INDABURO, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.503294584295, -68.152880248277",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),AGRICULTURE AND RURAL DEVELOPMENT
532659,iadb-bo,289042.location.0,289042,289042,iadb,XI-IATI-IADB-BO-L1106,XI-IATI-IADB,,1,Activity,"Bolivia, AV. BELISARIO SALINAS ESQ. PRESBITERO MEDINA NO. 354, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"14.06667, -88.05",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENVIRONMENT AND NATURAL DISASTERS
532666,iadb-bo,289042.location.1,289042,289042,iadb,XI-IATI-IADB-BO-L1106,XI-IATI-IADB,,1,Activity,"Bolivia, CASA GRANDE DEL PUEBLO P18, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-31.186165722573, -64.469591716523",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENVIRONMENT AND NATURAL DISASTERS
532667,iadb-bo,289044.location.0,289044,289044,iadb,XI-IATI-IADB-BO-L1037,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),AGRICULTURE AND RURAL DEVELOPMENT
532682,iadb-bo,289045.location.0,289045,289045,iadb,XI-IATI-IADB-BO-L1179,XI-IATI-IADB,,1,Activity,"Bolivia, AV. JOS  NATUSCH ESQ. FELIX SATTORI, BENI",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.829179273562, -64.900990034009",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),AGRICULTURE AND RURAL DEVELOPMENT
532684,iadb-bo,289051.location.0,289051,289051,iadb,XI-IATI-IADB-BO-L1015,XI-IATI-IADB,,1,Activity,"Bolivia,Ichilo",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.4033551, -63.9040574",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532699,iadb-bo,289051.location.1,289051,289051,iadb,XI-IATI-IADB-BO-L1015,XI-IATI-IADB,,1,Activity,"Bolivia,Montero",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.3420202, -63.2557687",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532700,iadb-bo,289051.location.2,289051,289051,iadb,XI-IATI-IADB-BO-L1015,XI-IATI-IADB,,1,Activity,"Bolivia,Patacamaya",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.2326745, -67.9202528",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532701,iadb-bo,289051.location.3,289051,289051,iadb,XI-IATI-IADB-BO-L1015,XI-IATI-IADB,,1,Activity,"Bolivia,Puerto Villarroel",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.8389555, -64.7926808",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532702,iadb-bo,289052.location.0,289052,289052,iadb,XI-IATI-IADB-BO-L1011,XI-IATI-IADB,,1,Activity,"Bolivia,San Borja",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.8582125, -66.7474736",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532704,iadb-bo,289052.location.1,289052,289052,iadb,XI-IATI-IADB-BO-L1011,XI-IATI-IADB,,1,Activity,"Bolivia,San Buenaventura",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-14.43239935, -67.54119524",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532705,iadb-bo,289053.location.0,289053,289053,iadb,XI-IATI-IADB-BO-L1114,XI-IATI-IADB,,1,Activity,"Bolivia,El Alto",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.5048228, -68.1624337",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532709,iadb-bo,289053.location.1,289053,289053,iadb,XI-IATI-IADB-BO-L1114,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532710,iadb-bo,289053.location.2,289053,289053,iadb,XI-IATI-IADB-BO-L1114,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz,El Alto",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.5048228, -68.1624337",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532711,iadb-bo,289053.location.3,289053,289053,iadb,XI-IATI-IADB-BO-L1114,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532712,iadb-bo,289055.location.0,289055,289055,iadb,XI-IATI-IADB-BO-L1050,XI-IATI-IADB,,1,Activity,"Bolivia,Oruro",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-18.666667, -67.666667",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532713,iadb-bo,289056.location.0,289056,289056,iadb,XI-IATI-IADB-BO-L1117,XI-IATI-IADB,,1,Activity,"Bolivia, CALLE COLOMBIA O - 0655, CASI ESQ. FALZURI,, COCHABAMBA",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.33058, -66.29769",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532714,iadb-bo,289056.location.1,289056,289056,iadb,XI-IATI-IADB-BO-L1117,XI-IATI-IADB,,1,Activity,"Bolivia, CASA GRANDE DEL PUEBLO P17, CALLE POTOS ? ESQUINA CALLE AYACU, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-31.186165722573, -64.469591716523",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532715,iadb-bo,289056.location.2,289056,289056,iadb,XI-IATI-IADB-BO-L1117,XI-IATI-IADB,,1,Activity,"Bolivia, EDIFICIO EX BANCO BOLIVIANO AMERICANO PISO 14, AV. CAMACHO N, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"23.79866, -110.31424",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532716,iadb-bo,289057.location.0,289057,289057,iadb,XI-IATI-IADB-BO-L1189,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.499143, -68.1331583",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532717,iadb-bo,289058.location.0,289058,289058,iadb,XI-IATI-IADB-BO-L1199,XI-IATI-IADB,,1,Activity,"Bolivia,Cochabamba",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.3936114, -66.1568983",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENVIRONMENT AND NATURAL DISASTERS
532718,iadb-bo,289058.location.1,289058,289058,iadb,XI-IATI-IADB-BO-L1199,XI-IATI-IADB,,1,Activity,"Bolivia,Lago",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-11.4561075, -68.6390637",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENVIRONMENT AND NATURAL DISASTERS
532719,iadb-bo,289060.location.0,289060,289060,iadb,XI-IATI-IADB-BO-L1183,XI-IATI-IADB,,1,Activity,"Bolivia,Cochabamba",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.3936114, -66.1568983",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENVIRONMENT AND NATURAL DISASTERS
532736,iadb-bo,289060.location.1,289060,289060,iadb,XI-IATI-IADB-BO-L1183,XI-IATI-IADB,,1,Activity,"Bolivia,Lago",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-11.4561075, -68.6390637",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENVIRONMENT AND NATURAL DISASTERS
532737,iadb-bo,289060.location.2,289060,289060,iadb,XI-IATI-IADB-BO-L1183,XI-IATI-IADB,,1,Activity,"Bolivia,Sucre",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-19.0477251, -65.2594306",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENVIRONMENT AND NATURAL DISASTERS
532738,iadb-bo,289061.location.0,289061,289061,iadb,XI-IATI-IADB-BO-L1005,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),REFORM / MODERNIZATION OF THE STATE
532739,iadb-bo,289062.location.0,289062,289062,iadb,XI-IATI-IADB-BO-L1191,XI-IATI-IADB,,1,Activity,"Bolivia, CASA GRANDE DEL PUEBLO P18, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-31.186165722573, -64.469591716523",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532740,iadb-bo,289063.location.0,289063,289063,iadb,XI-IATI-IADB-BO-L1192,XI-IATI-IADB,,1,Activity,"Bolivia, CASA GRANDE DEL PUEBLO P18, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-31.186165722573, -64.469591716523",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532741,iadb-bo,289064.location.0,289064,289064,iadb,XI-IATI-IADB-BO-L1073,XI-IATI-IADB,,1,Activity,"Bolivia, CASA GRANDE DEL PUEBLO P18, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-31.186165722573, -64.469591716523",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532742,iadb-bo,289065.location.0,289065,289065,iadb,XI-IATI-IADB-BO-L1072,XI-IATI-IADB,,1,Activity,"Bolivia,Cochabamba",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.3936114, -66.1568983",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532743,iadb-bo,289065.location.1,289065,289065,iadb,XI-IATI-IADB-BO-L1072,XI-IATI-IADB,,1,Activity,"Bolivia,Cochabamba,Santiv ñez",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.56972725, -66.21237186",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532744,iadb-bo,289065.location.2,289065,289065,iadb,XI-IATI-IADB-BO-L1072,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532745,iadb-bo,289065.location.3,289065,289065,iadb,XI-IATI-IADB-BO-L1072,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz,Cochabamba",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.8497943, -65.3475376",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532746,iadb-bo,289065.location.4,289065,289065,iadb,XI-IATI-IADB-BO-L1072,XI-IATI-IADB,,1,Activity,"Bolivia,Palca",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.5611164, -67.9530221",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532747,iadb-bo,289065.location.5,289065,289065,iadb,XI-IATI-IADB-BO-L1072,XI-IATI-IADB,,1,Activity,"Bolivia,Santiv ñez",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.56972725, -66.21237186",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENERGY
532748,iadb-bo,289066.location.0,289066,289066,iadb,XI-IATI-IADB-BO-L1220,XI-IATI-IADB,,1,Activity,"Bolivia, ZONA MIRAFLORES, AVENIDA JOS  CARRASCO Nº 1391, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.499839998549, -68.121435003412",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),REFORM / MODERNIZATION OF THE STATE
532749,iadb-bb,288312.location.0,288312,288312,iadb,XI-IATI-IADB-BA-L1053,XI-IATI-IADB,,1,Activity,"Barbados, ELSIE PAYNE COMPLEX, CONSTITUTION ROAD, ST. MICHAEL",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.10532, -59.61142",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,EDUCATION
532750,iadb-bo,289067.location.0,289067,289067,iadb,XI-IATI-IADB-BO-L1047,XI-IATI-IADB,,1,Activity,"Bolivia,Chuquisaca",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-19.0477251, -65.2594306",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),REFORM / MODERNIZATION OF THE STATE
532751,iadb-bo,289067.location.1,289067,289067,iadb,XI-IATI-IADB-BO-L1047,XI-IATI-IADB,,1,Activity,"Bolivia,Cochabamba",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.3936114, -66.1568983",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),REFORM / MODERNIZATION OF THE STATE
532752,iadb-bo,289067.location.2,289067,289067,iadb,XI-IATI-IADB-BO-L1047,XI-IATI-IADB,,1,Activity,"Bolivia,Santa Cruz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.333333, -61.5",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),REFORM / MODERNIZATION OF THE STATE
532753,iadb-bo,289067.location.3,289067,289067,iadb,XI-IATI-IADB-BO-L1047,XI-IATI-IADB,,1,Activity,"Bolivia,Tarija",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-21.583333, -63.833333",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),REFORM / MODERNIZATION OF THE STATE
532754,iadb-bo,289069.location.0,289069,289069,iadb,XI-IATI-IADB-BO-L1121,XI-IATI-IADB,,1,Activity,"Bolivia, AV MARISCAL SANTA CRUZ N 1092 CASILLA POSTAL N 12814, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.49109, -68.16648",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),SOCIAL INVESTMENT
532755,iadb-bo,289069.location.1,289069,289069,iadb,XI-IATI-IADB-BO-L1121,XI-IATI-IADB,,1,Activity,"Bolivia, CALLE YANACOCHA ESQUINA MERCADO, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.48971120473, -68.13122780593",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),SOCIAL INVESTMENT
532756,iadb-bo,289074.location.0,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Potos ,Riberalta",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-20.6069708, -65.7060381",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532762,iadb-bo,289074.location.1,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Cobija",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-11.0184614, -68.7538149",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532763,iadb-bo,289074.location.2,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Oruro",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-18.666667, -67.666667",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532764,iadb-bo,289074.location.3,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Oruro,Cobija",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.9735354, -67.1320626",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532765,iadb-bo,289074.location.4,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Oruro,Oruro",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.9698363, -67.1148341",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532766,iadb-bo,289074.location.5,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Oruro,Potos ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-18.0762502, -68.3294088",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532767,iadb-bo,289074.location.6,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Oruro,Sucre",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-19.2637178, -68.5987119",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532768,iadb-bo,289074.location.7,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Potos ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-20.666667, -66.666667",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532769,iadb-bo,289074.location.8,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Potos ,Cobija",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-19.589706, -65.7566928",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532770,iadb-bo,289074.location.9,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Potos ,Oruro",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-18.484652, -66.4893018",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532771,iadb-bo,289074.location.10,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Potos ,Potos ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-19.5892896, -65.7534713",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532772,iadb-bo,289074.location.11,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Potos ,Sucre",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-19.577575, -65.7554719",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532773,iadb-bo,289074.location.12,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Riberalta",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-10.997342, -66.0751504",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532774,iadb-bo,289074.location.13,289074,289074,iadb,XI-IATI-IADB-BO-L1087,XI-IATI-IADB,,1,Activity,"Bolivia,Sucre",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-19.0477251, -65.2594306",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532757,iadb-bb,288314.location.0,288314,288314,iadb,XI-IATI-IADB-BA-L1012,XI-IATI-IADB,,1,Activity,"Barbados, WILDEY, P.O. BOX 175, BRIDGETOWN",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.112, -59.61269",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,ENERGY
532758,iadb-bb,288316.location.0,288316,288316,iadb,XI-IATI-IADB-BA-L1043,XI-IATI-IADB,,1,Activity,"Barbados, TRINITY BUSINESS CENTRE INC.COUNTRY, BRIDGETOWN",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.112, -59.61269",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,ENERGY
532759,iadb-bb,288317.location.0,288317,288317,iadb,XI-IATI-IADB-BA-L1022,XI-IATI-IADB,,1,Activity,"Barbados,Bridgetown",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.08340985, -59.60773299",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,ENERGY
532760,iadb-bb,288319.location.0,288319,288319,iadb,XI-IATI-IADB-BA-L1045,XI-IATI-IADB,,1,Activity,"Barbados,Bridgetown",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.08340985, -59.60773299",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,REFORM / MODERNIZATION OF THE STATE
532761,iadb-bb,288320.location.0,288320,288320,iadb,XI-IATI-IADB-BA-L1056,XI-IATI-IADB,,1,Activity,"Barbados, GOVERNMENT HEADQUARTERS, BAY STREET, BRIDGETOWN",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.089467790075, -59.608731845583",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,REFORM / MODERNIZATION OF THE STATE
532775,iadb-bo,289075.location.0,289075,289075,iadb,XI-IATI-IADB-BO-L1080,XI-IATI-IADB,,1,Activity,"Bolivia,Batallas",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.2993218, -68.5317223",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532776,iadb-bo,289075.location.1,289075,289075,iadb,XI-IATI-IADB-BO-L1080,XI-IATI-IADB,,1,Activity,"Bolivia,El Alto",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.5048228, -68.1624337",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532777,iadb-bo,289075.location.2,289075,289075,iadb,XI-IATI-IADB-BO-L1080,XI-IATI-IADB,,1,Activity,"Bolivia,Pucara",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-18.1361178499999, -64.8791589926595",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532778,iadb-bo,289075.location.3,289075,289075,iadb,XI-IATI-IADB-BO-L1080,XI-IATI-IADB,,1,Activity,"Bolivia,Pucarani",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.3998163, -68.4779222",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532779,iadb-bo,289076.location.0,289076,289076,iadb,XI-IATI-IADB-BO-L1184,XI-IATI-IADB,,1,Activity,"Bolivia, CASA GRANDE DEL PUEBLO P18, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-31.186165722573, -64.469591716523",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),WATER AND SANITATION
532780,iadb-bo,289078.location.0,289078,289078,iadb,XI-IATI-IADB-BO-L1112,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532781,iadb-bo,289079.location.0,289079,289079,iadb,XI-IATI-IADB-BO-L1089,XI-IATI-IADB,,1,Activity,"Bolivia,La Paz",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.4955455, -68.1336229",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532782,iadb-bb,288328.location.0,288328,288328,iadb,XI-IATI-IADB-BA-L1033,XI-IATI-IADB,,1,Activity,"Barbados, ONE BARBADOS PLACE, ST. MICHAEL",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.10532, -59.61142",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,SUSTAINABLE TOURISM
532783,iadb-bb,288328.location.1,288328,288328,iadb,XI-IATI-IADB-BA-L1033,XI-IATI-IADB,,1,Activity,"Barbados, LLOYD ERSKINE SANDIFORD CENTR, TWO MILE, ST. MICHAEL",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"13.10532, -59.61142",2,Approximate,,,,PPLC,capital of a political entity,,Barbados,SUSTAINABLE TOURISM
532784,iadb-bo,289080.location.0,289080,289080,iadb,XI-IATI-IADB-BO-L1075,XI-IATI-IADB,,1,Activity,"Bolivia,Montero",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-17.3420202, -63.2557687",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),TRANSPORT
532785,iadb-bo,289081.location.0,289081,289081,iadb,XI-IATI-IADB-BO-L1219,XI-IATI-IADB,,1,Activity,"Bolivia, EDIFICIO MINISTERIO DE ECONOM ?A Y FINANZAS P BLICAS. AV. MAR, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-16.50015, -68.13405",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),SOCIAL INVESTMENT
532786,iadb-bo,289081.location.1,289081,289081,iadb,XI-IATI-IADB-BO-L1219,XI-IATI-IADB,,1,Activity,"Bolivia, PLAZA DEL ESTUDIANTE ESQ CANADA ST, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"-10.82412, -65.3604",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),SOCIAL INVESTMENT
532787,iadb-bo,289085.location.0,289085,289085,iadb,XI-IATI-IADB-BO-L1188,XI-IATI-IADB,,1,Activity,"Bolivia, AV. BELISARIO SALINAS ESQ. PRESBITERO MEDINA NO. 354, LA PAZ",,ES: ,,http://www.opengis.net/def/crs/EPSG/0/4326,"14.06667, -88.05",2,Approximate,,,,PPLC,capital of a political entity,,Bolivia (Plurinational State of),ENVIRONMENT AND NATURAL DISASTERS
